EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1560,33,0,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,3,2,Sales Executive,1,Married,6392,10589,2,No,13,3,4,80,1,8,6,1,2,2,2,2
1562,30,1,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,2,Sales Executive,1,Married,9714,5323,1,No,11,3,4,80,1,10,4,3,10,8,6,7
1563,38,0,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,3,2,Human Resources,3,Married,6077,14814,3,No,11,3,3,80,0,10,2,3,6,3,1,2
1564,35,0,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,1,Laboratory Technician,1,Single,2450,21731,1,No,19,3,2,80,0,3,3,3,3,0,1,2
1568,30,0,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,3,Sales Executive,2,Married,9250,17799,3,No,12,3,2,80,1,9,3,3,4,2,1,3
1569,35,1,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Yes,12,3,4,80,1,1,2,3,1,0,0,0
1572,53,1,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,2,3,Manufacturing Director,4,Married,10169,14618,0,No,16,3,2,80,1,34,4,3,33,7,1,9
1573,38,1,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,80,2,7,2,3,5,2,1,4
1574,32,0,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,3,2,Research Scientist,1,Married,4087,25174,4,No,14,3,2,80,1,9,3,2,6,5,1,2
1576,48,0,Travel_Rarely,Research & Development,15,4,Other,3,Female,3,1,Research Scientist,1,Married,2367,16530,8,No,12,3,4,80,1,10,3,2,8,2,7,6
1577,34,0,Travel_Rarely,Research & Development,7,4,Medical,1,Male,3,1,Research Scientist,4,Single,2972,22061,1,No,13,3,3,80,0,1,4,1,1,0,0,0
1578,55,0,Travel_Rarely,Sales,26,5,Marketing,3,Male,2,5,Manager,4,Married,19586,23037,1,No,21,4,3,80,1,36,3,3,36,6,2,13
1580,34,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,2,Research Scientist,4,Married,5484,13008,9,No,17,3,2,80,1,9,3,2,2,2,2,1
1581,26,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,3,1,Research Scientist,4,Married,2061,11133,1,No,21,4,1,80,0,1,5,3,1,0,0,0
1582,38,0,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,3,2,Sales Executive,2,Married,9924,12355,0,No,11,3,4,80,1,10,3,3,9,8,7,7
1583,38,0,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,2,Sales Executive,2,Single,4198,16379,2,No,12,3,2,80,0,8,5,4,3,2,1,2
1585,36,0,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,2,Sales Executive,3,Single,6815,21447,6,No,13,3,1,80,0,15,5,3,1,0,0,0
1586,29,0,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,1,Laboratory Technician,1,Single,4723,16213,1,Yes,18,3,4,80,0,10,3,3,10,9,1,5
1587,35,0,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,2,Healthcare Representative,3,Single,6142,4223,3,Yes,16,3,3,80,0,10,4,3,5,2,0,4
1588,39,0,Travel_Rarely,Sales,6,3,Medical,4,Male,4,3,Sales Executive,3,Married,8237,4658,2,No,11,3,1,80,1,11,3,3,7,6,7,6
1590,29,0,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,80,1,6,0,4,6,4,1,3
1591,50,0,Travel_Rarely,Sales,9,3,Marketing,3,Male,3,5,Manager,3,Married,19331,19519,4,Yes,16,3,3,80,1,27,2,3,1,0,0,0
1592,23,0,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,4,1,Research Scientist,3,Married,2073,12826,2,No,16,3,4,80,1,4,2,3,2,2,2,2
1594,36,0,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,5562,19711,3,Yes,13,3,4,80,1,9,3,3,3,2,0,2
1595,42,0,Travel_Rarely,Research & Development,9,2,Other,4,Male,2,5,Manager,4,Single,19613,26362,8,No,22,4,4,80,0,24,2,3,1,0,0,1
1596,35,0,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,4,2,Laboratory Technician,3,Married,3407,25348,1,No,17,3,4,80,2,10,3,2,10,9,6,8
1597,34,0,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,2,2,Healthcare Representative,3,Married,5063,15332,1,No,14,3,2,80,1,8,3,2,8,2,7,7
1598,40,0,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,2,Sales Executive,1,Married,4639,11262,1,No,15,3,3,80,1,5,2,3,5,4,1,2
1599,43,0,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,4876,5855,5,No,12,3,3,80,1,8,0,3,6,4,0,2
1601,35,0,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,80,1,1,5,2,1,0,0,1
1602,46,0,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,4,Manager,1,Single,17567,3156,1,No,15,3,2,80,0,27,5,1,26,0,0,12
1604,28,1,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,80,3,1,3,3,1,1,0,0
1605,22,0,Non-Travel,Research & Development,26,2,Other,2,Female,2,1,Research Scientist,3,Married,2814,10293,1,Yes,14,3,2,80,0,4,2,2,4,2,1,3
1606,50,0,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,4,Healthcare Representative,3,Married,11245,20689,2,Yes,15,3,3,80,1,32,3,3,30,8,12,13
1607,32,0,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,1,Research Scientist,4,Married,3312,18783,3,No,17,3,4,80,2,6,3,3,3,2,0,2
1608,44,0,Travel_Rarely,Research & Development,7,3,Medical,2,Female,3,5,Research Director,4,Divorced,19049,3549,0,Yes,14,3,4,80,1,23,4,2,22,7,1,10
1609,30,0,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,2141,5348,1,No,12,3,2,80,1,6,3,2,6,4,1,1
1611,45,0,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,5769,23447,1,Yes,14,3,1,80,0,10,3,3,10,7,1,4
1612,45,0,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Executive,1,Married,4385,24162,1,No,15,3,1,80,1,10,2,3,10,7,4,5
1613,31,0,Travel_Frequently,Sales,2,4,Other,4,Male,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,80,0,10,3,3,5,2,0,3
1614,36,0,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,4663,12421,9,Yes,12,3,2,80,2,7,2,3,3,2,1,1
1615,34,0,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,4,2,Manufacturing Director,4,Divorced,4724,17000,1,No,13,3,1,80,1,9,3,3,9,7,7,2
1617,49,0,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,80,1,10,3,2,9,6,1,4
1618,39,0,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,2,Manufacturing Director,1,Married,5377,3835,2,No,13,3,4,80,3,10,3,3,7,7,7,7
1619,27,0,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,80,2,7,3,3,7,7,0,7
1621,35,0,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,80,0,16,2,3,16,15,1,10
1622,28,0,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,4877,20460,0,No,21,4,2,80,1,6,5,2,5,3,0,0
1623,21,0,Travel_Rarely,Research & Development,5,1,Medical,3,Male,3,1,Research Scientist,4,Single,3117,26009,1,No,18,3,3,80,0,3,2,3,2,2,2,2
1624,18,1,Travel_Frequently,Sales,3,2,Medical,2,Female,3,1,Sales Representative,4,Single,1569,18420,1,Yes,12,3,3,80,0,0,2,4,0,0,0,0
1625,47,0,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,5,Manager,3,Married,19658,5220,3,No,11,3,3,80,1,27,2,3,5,2,1,0
1627,39,0,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,3069,10302,0,No,15,3,4,80,1,11,3,3,10,8,0,7
1628,40,0,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,3,Manufacturing Director,3,Married,10435,25800,1,No,13,3,4,80,2,18,2,3,18,15,14,12
1630,35,0,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,80,1,15,5,3,14,11,2,9
1631,37,0,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,5768,26493,3,No,17,3,1,80,3,9,2,2,4,3,0,2
1633,39,0,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,80,0,10,2,1,9,2,3,8
1635,45,0,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,80,2,10,3,3,10,7,3,9
1638,38,0,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,80,1,10,6,4,5,4,0,2
1639,35,1,Travel_Rarely,Sales,10,3,Medical,4,Male,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,80,0,15,3,3,13,12,6,0
1640,37,0,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,80,1,8,2,1,8,4,7,7
1641,40,0,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,80,0,18,2,2,4,2,3,3
1642,44,0,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,80,0,14,3,3,10,7,0,2
1644,48,0,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,80,1,23,3,3,2,2,2,2
1645,35,1,Travel_Rarely,Sales,15,2,Medical,1,Male,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,80,2,7,2,2,2,2,2,2
1646,24,0,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,80,0,6,2,3,6,3,1,3
1647,27,0,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,80,0,5,0,3,3,2,0,2
1648,27,0,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,80,0,6,0,2,4,2,1,2
1649,40,1,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,80,0,10,3,1,4,2,0,3
1650,29,0,Travel_Rarely,Sales,10,3,Medical,3,Male,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,80,0,8,2,3,5,2,1,4
1651,36,0,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,80,2,9,6,3,3,2,0,2
1653,25,0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,80,2,7,6,3,7,7,0,7
1654,39,0,Travel_Rarely,Research & Development,12,3,Medical,4,Male,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,80,0,7,3,3,5,4,1,0
1655,49,0,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,80,2,27,2,3,4,2,1,2
1656,50,0,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,80,3,19,3,3,14,11,1,11
1657,20,0,Travel_Rarely,Sales,2,3,Medical,3,Female,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,80,0,2,3,3,2,2,2,2
1658,34,0,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,80,1,11,2,3,11,8,7,9
1659,36,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,80,0,15,4,3,4,3,1,3
1661,49,0,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,80,1,30,3,3,15,11,2,12
1662,36,0,Non-Travel,Research & Development,1,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,80,0,4,6,3,3,2,1,2
1664,36,0,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,80,1,13,3,3,5,4,0,4
1665,54,0,Travel_Rarely,Research & Development,22,5,Medical,2,Female,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,80,1,36,6,3,10,8,4,7
1666,43,0,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,80,1,14,3,3,14,10,6,11
1667,35,1,Travel_Frequently,Sales,12,4,Other,4,Male,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,80,0,13,2,4,11,9,6,7
1668,38,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,80,2,19,4,4,13,11,2,9
1669,29,0,Travel_Rarely,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,80,1,10,3,2,10,0,0,9
1670,33,0,Travel_Rarely,Sales,2,4,Medical,4,Male,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,80,2,6,5,3,6,2,0,4
1671,32,0,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,80,2,10,4,2,9,5,1,6
1673,31,0,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,80,2,10,2,3,10,0,0,2
1674,49,0,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,80,1,17,2,2,2,2,2,2
1675,38,0,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,80,0,4,3,3,4,3,3,3
1676,47,0,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,80,3,29,2,3,3,2,1,2
1677,49,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,80,0,23,2,3,8,7,0,0
1678,41,0,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,80,0,21,2,3,2,0,0,2
1680,20,0,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,80,0,2,3,3,2,2,0,2
1681,33,0,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,80,1,7,2,3,6,5,1,2
1682,36,0,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,80,2,10,2,2,3,2,0,2
